date,slot_number,session,direction,decision_idx,flag_ordinal,entry_time,entry_symbol,entry_price,entry_bar_idx,exit_time,exit_price,exit_reason,net_pct,peak_net_pct,entry_chop,chop_score,tq,lock_fired,hold_bars,w1a,h50_held,ignored_flags,regime_hold,regime_eligible,hold_minutes,mode,mode_reason,h50_hold_at,relax,legs,runner_used,mae_net_pct,tp1_hit,trend_at_entry,e_close,e_ema20,e_ema50,e_slope,ax_mode,ax_at,ax_net,pp_armed,pp_fired,pp_arm_at,pp_arm_idx,pp_flip_at,pp_fire_at,pp_fire_idx,pp_peak,pp_give,peak_at
20260604,3,MORNING,UP_RED,660,3,2026-06-04T10:36:00+09:00,0193T0,29225.0,661,2026-06-04T10:45:00+09:00,28700.0,TIME_WINDOW_STOP_LOSS,-1.885577,0.25204448246364414,True,3,5.0,False,2,0.7999999999999998,False,0,False,True,9.0,,,,,"[('2026-06-04T10:45:00+09:00', 28700.0, 1.0, 'TIME_WINDOW_STOP_LOSS', -1.8856)]",False,-1.8855774165953805,False,False,2309000.0,2296539.7700964296,2303137.706849559,239.27727144630626,,,,False,False,,,,,,,,2026-06-04T10:37:00+09:00
20260605,1,MORNING,UP_RED,769,1,2026-06-05T09:45:00+09:00,0193T0,24250.0,770,2026-06-05T09:51:00+09:00,23875.0,TIME_WINDOW_STOP_LOSS,-1.635711,0.4251958762886598,False,2,,False,1,1.0,False,0,False,True,6.0,,,,,"[('2026-06-05T09:51:00+09:00', 23875.0, 1.0, 'TIME_WINDOW_STOP_LOSS', -1.6357)]",False,-1.6357113402061856,False,False,2112000.0,2150104.4308029227,2211756.315986844,-4071.6863668099977,,,,False,False,,,,,,,,2026-06-05T09:46:00+09:00
20260608,1,MORNING,UP_RED,922,2,2026-06-08T10:48:00+09:00,0193T0,21310.0,923,2026-06-08T11:04:00+09:00,22195.0,TIME_WINDOW_TP2_FULL,3.911,4.061098076020647,True,3,,False,5,0.8,False,0,False,True,16.0,,,,,"[('2026-06-08T11:04:00+09:00', np.float64(22195.0), 0.8, 'TIME_WINDOW_TP2_FULL', 4.0611)]",False,-1.0515720319099016,True,False,1982000.0,1964804.8740476596,1979289.361276534,110.6383152436465,,,,False,False,,,,,,,,2026-06-08T11:04:00+09:00
20260608,2,AFTERNOON,DOWN_BLUE,1000,5,2026-06-08T14:42:00+09:00,0197X0,20400.0,1001,2026-06-08T15:00:00+09:00,20410.0,FORCED_LIQUIDATION,-0.04098,2.163872549019608,False,1,,False,5,1.0,False,0,False,True,18.0,,,,,"[('2026-06-08T15:00:00+09:00', 20410.0, 1.0, 'FORCED_LIQUIDATION', -0.041)]",False,-0.7514705882352941,False,True,1950000.0,1976759.2322598659,1992222.8754608321,-1723.382671870524,,,,False,False,,,,,,,,2026-06-08T14:54:00+09:00
20260609,1,MORNING,DOWN_BLUE,1111,1,2026-06-09T09:39:00+09:00,0197X0,17850.0,1112,2026-06-09T10:18:00+09:00,18675.0,TIME_WINDOW_TP2_FULL,4.227361,4.529747899159664,False,2,,False,12,1.0,False,0,False,True,39.0,,,,,"[('2026-06-09T10:18:00+09:00', 18675.0, 0.8, 'TIME_WINDOW_TP2_FULL', 4.5297)]",False,-1.5739495798319327,True,False,2024000.0,2016021.3486141185,1993245.649925855,1255.2795948632993,,,,False,False,,,,,,,,2026-06-09T10:18:00+09:00
20260609,2,MORNING,UP_RED,1131,2,2026-06-09T10:39:00+09:00,0193T0,22595.0,1132,2026-06-09T11:15:00+09:00,22550.0,OPPOSITE_SIGNAL,-0.289046,0.6178358043815003,False,1,,False,11,1.0,False,0,False,True,36.0,,,,,"[('2026-06-09T11:15:00+09:00', 22550.0, 1.0, 'OPPOSITE_SIGNAL', -0.289)]",False,-0.9969019694622704,False,True,2056000.0,2031009.0743271247,2014329.1309128976,1700.8517994736321,,,,False,False,,,,,,,,2026-06-09T10:52:00+09:00
20260609,3,AFTERNOON,UP_RED,1162,4,2026-06-09T12:12:00+09:00,0193T0,22765.0,1163,2026-06-09T12:39:00+09:00,23750.0,TIME_WINDOW_AFTERNOON_TP,4.234922,4.234922029431145,False,1,,False,8,1.0,False,0,False,True,27.0,,,,,"[('2026-06-09T12:39:00+09:00', 23750.0, 1.0, 'TIME_WINDOW_AFTERNOON_TP', 4.2349)]",False,-0.28759059960465627,False,True,2066000.0,2056529.3251297406,2045377.7310690267,841.725262488937,,,,False,False,,,,,,,,2026-06-09T12:39:00+09:00
20260610,1,MORNING,UP_RED,1249,1,2026-06-10T10:15:00+09:00,0193T0,23780.0,1250,2026-06-10T10:51:00+09:00,23470.0,TIME_WINDOW_STOP_LOSS,-1.393019,2.137720773759462,False,2,,False,11,1.0,False,0,False,True,36.0,,,,,"[('2026-06-10T10:51:00+09:00', 23470.0, 1.0, 'TIME_WINDOW_STOP_LOSS', -1.393)]",False,-1.3930193439865433,False,False,2132000.0,2139020.961465628,2149953.757654966,-732.8064348967746,,,,False,False,,,,,,,,2026-06-10T10:19:00+09:00
20260610,2,MORNING,DOWN_BLUE,1263,2,2026-06-10T10:57:00+09:00,0197X0,14200.0,1264,2026-06-10T11:48:00+09:00,14365.0,OPPOSITE_SIGNAL,1.071479,3.2535915492957743,False,1,,False,16,1.2,False,0,False,True,51.0,,,,,"[('2026-06-10T11:48:00+09:00', 14365.0, 1.0, 'OPPOSITE_SIGNAL', 1.0715)]",False,0.0,False,True,2119000.0,2131457.9546418916,2141862.2536438257,-933.1532099517062,,,,False,False,,,,,,,,2026-06-10T11:35:00+09:00
20260610,3,AFTERNOON,DOWN_BLUE,1297,4,2026-06-10T12:39:00+09:00,0197X0,14545.0,1298,2026-06-10T13:28:00+09:00,15205.0,TIME_WINDOW_AFTERNOON_TP,4.445651,4.445651426607081,False,1,,False,16,0.7999999999999998,False,0,False,True,49.0,,,,,"[('2026-06-10T13:28:00+09:00', np.float64(15205.0), 1.0, 'TIME_WINDOW_AFTERNOON_TP', 4.4457)]",False,0.0,False,True,2092000.0,2099294.620041731,2108846.851462161,-687.6265902919695,,,,False,False,,,,,,,,2026-06-10T13:28:00+09:00
