date,cluster,flips,flags,span,dir,breakout,score,lat,bucket,guard,base_taken,price,+3m,+6m,+9m,+15m,+30m,+60m,MFE,MAE
20260825,BRBRBR,5,6,54.0,R,12:21,5,9.0,<=9m,True,True,9020.0,1.441241685144124,1.5742793791574279,2.827050997782705,2.106430155210643,1.0532150776053215,5.65410199556541,5.875831485587583,-0.22172949002217296
20260825,RBRBR,4,5,90.0,R,13:06,5,3.0,<=3m,True,False,9395.0,-0.5854177754124534,-0.4257583821181479,0.2660989888238425,1.4369345396487492,1.7030335284725917,1.2772751463544438,2.8738690792974984,-0.7982969664715274
20260826,RBRBR,4,5,51.0,R,11:24,5,15.0,<=15m,True,False,10240.0,0.5859375,0.537109375,0.830078125,2.34375,,,3.7109375,-0.146484375
20260828,BRBRBRB,6,7,78.0,B,11:36,5,6.0,<=6m,True,False,6985.0,0.0,0.21474588403722264,0.5010737294201861,0.4294917680744453,0.5010737294201861,1.8611309949892625,1.9327129563350036,-0.21474588403722264
20260828,BRBRB,4,5,84.0,B,12:36,5,0.0,<=3m,True,False,7115.0,0.14054813773717498,0.4919184820801124,-0.07027406886858749,-1.0541110330288124,-0.4919184820801124,-0.14054813773717498,0.7027406886858749,-1.9676739283204496
20260828,BRBRB,4,5,84.0,B,12:42,6,6.0,<=6m,True,False,7150.0,-0.5594405594405595,-1.118881118881119,-1.5384615384615385,-1.2587412587412588,-1.3986013986013985,-0.8391608391608392,0.2097902097902098,-2.4475524475524475
20260828,BRBRB,4,5,60.0,B,14:48,5,9.0,<=9m,True,False,7180.0,-0.20891364902506965,-0.4178272980501393,-0.2785515320334262,0.20891364902506965,0.8356545961002786,,1.4623955431754874,-0.5571030640668524
20260828,RBRBRB,5,6,69.0,B,15:15,5,6.0,<=6m,True,False,7250.0,-0.13793103448275862,-0.13793103448275862,-0.13793103448275862,,,,0.4827586206896552,-0.27586206896551724
20260904,BRBRBR,5,6,69.0,R,13:00,5,12.0,<=12m,True,False,9495.0,0.315955766192733,0.526592943654555,0.526592943654555,1.1585044760400212,1.7377567140600316,2.10637177461822,2.527646129541864,-0.1579778830963665
20260904,RBRBRBR,6,7,87.0,R,14:09,5,0.0,<=3m,True,False,9815.0,-0.20376974019358124,0.2547121752419766,0.5603667855323484,-0.3056546102903719,-1.0697911360163017,-2.39429444727458,0.6622516556291391,-3.1584309730005096
20260904,BRBRBR,5,6,84.0,R,14:15,5,6.0,<=6m,True,False,9840.0,0.3048780487804878,-0.20325203252032523,-0.5589430894308943,-0.20325203252032523,-1.7784552845528454,-3.9126016260162597,0.40650406504065045,-4.0650406504065035
20260914,RBRBRB,5,6,42.0,B,14:18,6,6.0,<=6m,True,False,6595.0,0.3032600454890068,0.22744503411675512,0.3032600454890068,-0.22744503411675512,0.0,0.8339651250947688,1.3646702047005308,-0.6823351023502654
20260914,RBRBRBRB,7,8,87.0,B,15:06,5,3.0,<=3m,True,False,6645.0,0.2257336343115124,-0.15048908954100826,-0.07524454477050413,0.07524454477050413,,,0.601956358164033,-0.601956358164033
20260914,BRBRBRB,6,7,66.0,B,15:12,5,9.0,<=9m,True,False,6635.0,0.07535795026375283,0.22607385079125847,0.22607385079125847,-0.45214770158251694,,,0.6782215523737753,-0.45214770158251694
