date,at,flag_at,direction,flag_ord,idx,flag_idx,approved,reason,base_approved,base_reason,tw2_cleared,slot,session,flat,held_symbol,forced,tq_score,tq_ok,teg_ok,entry_chop,chop_score,trend_ok,gap,gap_prev,gap_exp,gap_pct,e20_e50_pct,slope50,slope20,close_e20_pct,vwap_pct,vol_ratio,minute,approved_h50,reason_h50,solo_n,solo_net,solo_peak,solo_mae,solo_reason,solo_hold_min,solo_entry,solo_exit,solo_pp_fired,solo_h50_held
20260529,2026-05-29T09:42:00+09:00,2026-05-29T09:36:00+09:00,DOWN_BLUE,1,264,263,True,TIME_WINDOW_APPROVED,True,,True,1.0,MORNING,True,,,3,True,False,False,2,False,1968.973169123059,403.724470343499,1565.24869877956,0.08367926770603737,-1.939088640840826,-2734.1927064750344,-2248.5226936470717,-0.9078183421016307,-0.014615899612321268,0.3350736774861161,09:42,True,TIME_WINDOW_APPROVED,1,2.130454,3.450343878954608,-0.8461485557083906,TIME_WINDOW_AFTER_TP1_STOP,24.0,2026-05-29T09:42:00+09:00,2026-05-29T10:06:00+09:00,False,False
20260529,2026-05-29T12:06:00+09:00,2026-05-29T12:00:00+09:00,UP_RED,2,312,311,False,TW2_REJECT_VWAP_VETO,True,,False,,,True,,,4,True,False,False,2,False,1276.224543273369,320.5951530168695,955.6293902564994,0.05512848999021032,-0.11712837588174779,114.20271761110052,579.9461561199278,0.23799086320254204,-1.0935483908243968,0.9798782432638572,12:06,False,REJECT_LOW_QUALITY_SCORE,1,-1.433468,0.6825268817204302,-1.433467741935484,TIME_WINDOW_STOP_LOSS,141.0,2026-05-29T12:06:00+09:00,2026-05-29T14:27:00+09:00,False,False
20260529,2026-05-29T13:12:00+09:00,2026-05-29T13:06:00+09:00,DOWN_BLUE,3,334,333,True,TIME_WINDOW_APPROVED,False,REJECT_TIME_WINDOW,True,2.0,AFTERNOON,True,,,5,True,True,False,2,True,518.6417593438481,218.46765371182988,300.1741056320182,0.02246174791441525,0.0009150156022028109,201.95446661114693,518.6059707081877,0.21337188054243206,1.2330423809816229,1.6774431072965323,13:12,True,TIME_WINDOW_APPROVED,1,1.591359,1.7891160949868077,-1.3756596306068603,FORCED_LIQUIDATION,108.0,2026-05-29T13:12:00+09:00,2026-05-29T15:00:00+09:00,False,False
20260529,2026-05-29T13:36:00+09:00,2026-05-29T13:30:00+09:00,UP_RED,4,342,341,False,TW2_3SLOT_REJECT_TEG,False,REJECT_TIME_WINDOW,True,3.0,AFTERNOON,False,0197X0,,4,True,False,False,2,True,789.4175360227792,123.28066815143069,666.1368678713486,0.03396805232456021,0.018301312854311552,402.40874130744487,993.020173820667,0.40592476984911974,-0.5451480041949816,2.389322424883352,13:36,False,TW2_3SLOT_REJECT_TEG,1,-1.394612,0.24451137884872826,-1.3946117804551539,TIME_WINDOW_STOP_LOSS,45.0,2026-05-29T13:36:00+09:00,2026-05-29T14:21:00+09:00,False,False
20260529,2026-05-29T14:03:00+09:00,2026-05-29T13:57:00+09:00,DOWN_BLUE,5,351,350,False,TW2_3SLOT_REJECT_SAME_DIRECTION_AFTERNOON_2ND,False,REJECT_TIME_WINDOW,True,,AFTERNOON,True,,,5,True,False,True,3,False,334.4700198849007,273.6561162999476,60.813903584953096,0.014441710703147698,-0.04898771557382698,-24.84155036136508,55.3618430364877,0.02270887343895369,0.8533592244818056,0.9118603124992021,14:03,False,TW2_3SLOT_REJECT_SAME_DIRECTION_AFTERNOON_2ND,1,1.89388,2.0922262652993715,-0.28838901753225277,FORCED_LIQUIDATION,57.0,2026-05-29T14:03:00+09:00,2026-05-29T15:00:00+09:00,False,False
20260601,2026-06-01T09:21:00+09:00,2026-06-01T09:15:00+09:00,DOWN_BLUE,1,383,382,True,TIME_WINDOW_APPROVED,True,,True,1.0,MORNING,True,,,5,True,True,False,2,True,1083.3048460869522,327.44816301465426,755.856683072298,0.04703885567029754,0.00010342667990574823,410.6329315123148,1058.7499900646508,0.4367401174820808,0.5246940336980941,1.2187862421589957,09:21,True,TIME_WINDOW_APPROVED,1,-1.305291,0.10706539599079855,-1.3052908314163654,TIME_WINDOW_STOP_LOSS,18.0,2026-06-01T09:21:00+09:00,2026-06-01T09:39:00+09:00,False,False
20260601,2026-06-01T09:42:00+09:00,2026-06-01T09:36:00+09:00,UP_RED,2,390,389,True,TIME_WINDOW_APPROVED,True,,True,2.0,MORNING,True,,,5,True,True,True,3,True,1455.0323068934144,683.245209851608,771.7870970418064,0.06244773849327959,0.06392524041247438,650.8114126180299,1521.6233165822923,0.6204043565464482,0.6321029971379835,0.9187098871478591,09:42,True,TIME_WINDOW_APPROVED,1,4.049834,5.778942115768464,-1.1706919494344645,PP_EXIT,102.0,2026-06-01T09:42:00+09:00,2026-06-01T11:24:00+09:00,True,False
20260601,2026-06-01T11:27:00+09:00,2026-06-01T11:21:00+09:00,DOWN_BLUE,3,425,424,False,REJECT_LOW_QUALITY_SCORE,False,REJECT_LOW_QUALITY_SCORE,False,,,True,,,3,True,False,False,2,False,1301.7016903654967,735.6473205216807,566.054369843816,0.05462449393057057,-0.8719751926930993,-1158.5579316914082,-800.578998375684,-0.31915654572243973,-1.7558362196533097,0.5812612624919036,11:27,False,REJECT_LOW_QUALITY_SCORE,1,0.119609,1.7267389024816497,-0.4743795875567983,TIME_WINDOW_BREAKEVEN_STOP,45.0,2026-06-01T11:27:00+09:00,2026-06-01T12:12:00+09:00,False,False
20260601,2026-06-01T13:21:00+09:00,2026-06-01T13:15:00+09:00,UP_RED,4,463,462,False,TW2_3SLOT_REJECT_TEG,False,REJECT_TIME_WINDOW,True,3.0,AFTERNOON,True,,,5,True,False,False,2,False,668.6571147532404,180.17638473646002,488.4807300167804,0.028249138772844972,-0.004244968585530709,107.10973070189357,286.80703248502687,0.1151105538069026,0.7983742403631573,0.6368294792110862,13:21,False,TW2_3SLOT_REJECT_TEG,1,-1.429185,1.4750605326876511,-1.8971105730427766,TIME_WINDOW_STOP_LOSS,72.0,2026-06-01T13:21:00+09:00,2026-06-01T14:33:00+09:00,False,False
20260601,2026-06-01T14:15:00+09:00,2026-06-01T14:09:00+09:00,DOWN_BLUE,5,481,480,False,TW2_3SLOT_REJECT_TEG,False,REJECT_TIME_WINDOW,True,3.0,AFTERNOON,True,,,4,True,False,False,2,False,491.512878366701,33.751237850347025,457.76164051635396,0.020738940015472617,-0.1486568465988635,-18.857144582550973,322.2281286441721,0.1291631739292852,-0.7970670388713406,0.9259125838066165,14:15,False,TW2_3SLOT_REJECT_TEG,1,0.323948,2.220979986197378,-0.6418219461697723,TIME_WINDOW_PROFIT_LOCK_STOP,27.0,2026-06-01T14:15:00+09:00,2026-06-01T14:42:00+09:00,False,False
20260601,2026-06-01T14:54:00+09:00,2026-06-01T14:48:00+09:00,UP_RED,6,494,493,False,TW2_3SLOT_REJECT_OUTSIDE_WINDOW,False,REJECT_TIME_WINDOW,True,,,True,,,5,True,False,True,4,False,467.48799023559377,226.45150936355367,241.0364808720401,0.019775295695245082,-0.08161837844764687,-69.39598130295053,24.132307851221412,0.009697839449370176,0.5103823102701204,0.8450140099653046,14:54,False,TW2_3SLOT_REJECT_OUTSIDE_WINDOW,0,,,,,,,,,
20260602,2026-06-02T09:12:00+09:00,2026-06-02T09:06:00+09:00,DOWN_BLUE,1,506,505,False,REJECT_MACD_GAP_NOT_EXPANDING,False,REJECT_MACD_GAP_NOT_EXPANDING,False,,,True,,,5,True,False,False,0,True,4447.419306487009,4968.091416523531,-520.6721100365221,0.18941308801051995,0.14038889911690144,679.3778504608199,1405.0974721079692,0.5685019584764526,0.12679308645011353,2.8627119780146124,09:12,False,REJECT_MACD_GAP_NOT_EXPANDING,1,-2.865574,2.7858815657410507,-2.865573770491803,TIME_WINDOW_STOP_LOSS,21.0,2026-06-02T09:12:00+09:00,2026-06-02T09:33:00+09:00,False,False
20260602,2026-06-02T09:39:00+09:00,2026-06-02T09:33:00+09:00,UP_RED,2,515,514,True,TIME_WINDOW_APPROVED,True,,True,1.0,MORNING,True,,,5,True,False,False,2,False,2937.8115807682416,2047.7542089736253,890.0573717946163,0.12437813635767322,-0.2831275300751302,180.66076196962968,1169.8590451190248,0.4705190909666046,0.7314861313651568,0.6687000033249751,09:39,True,TIME_WINDOW_APPROVED,1,-1.529841,0.20451792437387462,-1.529841217875266,TIME_WINDOW_STOP_LOSS,6.0,2026-06-02T09:39:00+09:00,2026-06-02T09:45:00+09:00,False,False
20260602,2026-06-02T09:54:00+09:00,2026-06-02T09:48:00+09:00,DOWN_BLUE,3,520,519,True,TIME_WINDOW_APPROVED,True,,True,2.0,MORNING,True,,,5,True,True,False,2,True,1105.1085565209696,19.800247001965545,1085.308309519004,0.04757247337584889,0.37391496727716544,1264.1047199126333,2345.739047158975,0.9592992229017321,0.9070534996799912,0.4907471321040002,09:54,True,TIME_WINDOW_APPROVED,1,-2.220197,2.105704918032787,-2.2201967213114755,TIME_WINDOW_STOP_LOSS,39.0,2026-06-02T09:54:00+09:00,2026-06-02T10:33:00+09:00,False,False
20260602,2026-06-02T10:21:00+09:00,2026-06-02T10:15:00+09:00,UP_RED,4,529,528,True,TIME_WINDOW_APPROVED,True,,True,3.0,MORNING,False,0197X0,,3,True,False,True,3,False,1080.906945840783,124.24479119217904,956.662154648604,0.046490621326485286,-0.6470613039468806,-660.40733586438,-119.55835914891213,-0.048851802662976326,-0.5177500761404532,0.567635776780626,10:21,False,REJECT_LOW_QUALITY_SCORE,1,0.128908,1.661253369272237,-0.9824460916442047,EARLY_TAKE_PROFIT,18.0,2026-06-02T10:21:00+09:00,2026-06-02T10:39:00+09:00,False,False
20260602,2026-06-02T10:51:00+09:00,2026-06-02T10:45:00+09:00,DOWN_BLUE,5,539,538,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,True,,True,,MORNING,True,,,5,True,True,False,2,True,951.2097990945713,45.77227340228728,905.437525692284,0.041410962085092345,0.6111807005441616,1465.0422865445726,2300.4963504048064,0.9514460308596688,1.603878116621157,0.9573816795072817,10:51,True,TIME_WINDOW_APPROVED,1,-1.605419,2.4250322580645163,-1.6054193548387097,TIME_WINDOW_STOP_LOSS,42.0,2026-06-02T10:51:00+09:00,2026-06-02T11:33:00+09:00,False,False
20260602,2026-06-02T11:24:00+09:00,2026-06-02T11:18:00+09:00,UP_RED,6,550,549,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,True,,True,,AFTERNOON,True,,,4,True,False,False,2,False,2449.6670537008886,1553.4984551797352,896.1685985211534,0.10623014109717643,-0.7291693919964082,-499.3854137468152,482.07405711943284,0.1985994597845844,-0.9386830971145556,1.3373055701323115,11:24,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,1,0.201406,2.5670039444349166,-0.07281769850797462,TIME_WINDOW_PROFIT_LOCK_STOP,45.0,2026-06-02T11:24:00+09:00,2026-06-02T12:09:00+09:00,False,False
20260602,2026-06-02T12:12:00+09:00,2026-06-02T12:06:00+09:00,DOWN_BLUE,7,566,565,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,True,,True,,AFTERNOON,True,,,5,True,False,False,2,True,962.5388344005462,99.95756274098107,862.5812716595651,0.04179499932264638,0.19643957089105823,577.8137595583685,1013.9403991112486,0.41825591800075235,1.0210279314949966,0.9707618645319839,12:12,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,1,-1.220685,1.2669036845507435,-1.2206851971557855,TIME_WINDOW_STOP_LOSS,111.0,2026-06-02T12:12:00+09:00,2026-06-02T14:03:00+09:00,False,False
20260602,2026-06-02T12:51:00+09:00,2026-06-02T12:45:00+09:00,UP_RED,8,579,578,False,TW2_REJECT_VWAP_VETO,True,,False,,,True,,,4,True,False,False,2,False,651.5321165549012,441.1539103093555,210.3782062455457,0.028327483328473967,-0.3351722608437438,-346.7911968403496,-82.88656033482403,-0.03423575318173465,-1.0445820526323246,1.3055361867439583,12:51,False,REJECT_LOW_QUALITY_SCORE,1,-1.29179,0.3906904843696325,-1.2917897629680521,TIME_WINDOW_STOP_LOSS,33.0,2026-06-02T12:51:00+09:00,2026-06-02T13:24:00+09:00,False,False
20260602,2026-06-02T13:21:00+09:00,2026-06-02T13:15:00+09:00,DOWN_BLUE,9,589,588,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,False,REJECT_TIME_WINDOW,True,,AFTERNOON,True,,,5,True,True,False,1,True,137.29393512398337,34.11625213893558,103.1776829850478,0.005992751424006258,0.31600205722746255,526.315625407733,595.2763885706663,0.24684092935041776,1.3675258478831709,0.6837591008530783,13:21,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,1,-1.310119,0.4558946353999357,-1.4385480244137487,TIME_WINDOW_STOP_LOSS,39.0,2026-06-02T13:21:00+09:00,2026-06-02T14:00:00+09:00,False,False
20260602,2026-06-02T13:36:00+09:00,2026-06-02T13:30:00+09:00,UP_RED,10,594,593,False,REJECT_MACD_GAP_NOT_EXPANDING,False,REJECT_MACD_GAP_NOT_EXPANDING,False,,,True,,,2,False,False,True,3,False,153.94472823606202,274.62886022377415,-120.68413198771214,0.006722477215548559,-0.3044761257900299,-476.4402920170687,-494.76672356110066,-0.2052525709096269,-1.3792749630577366,0.8394490275859494,13:36,False,REJECT_MACD_GAP_NOT_EXPANDING,1,4.069001,4.069001386962552,-0.5406033287101248,TIME_WINDOW_AFTERNOON_TP,58.0,2026-06-02T13:36:00+09:00,2026-06-02T14:34:00+09:00,False,False
20260602,2026-06-02T13:42:00+09:00,2026-06-02T13:36:00+09:00,DOWN_BLUE,11,596,595,False,REJECT_NOT_CONFIRMED,False,REJECT_NOT_CONFIRMED,False,,,True,,,4,True,False,False,1,True,-103.47043122187188,93.4454262905765,-196.91585751244838,-0.004514416719976958,0.30370969167795925,356.7601465336047,187.32604808500037,0.07764386809812972,1.2832217837819788,0.7526794823876436,13:42,False,REJECT_NOT_CONFIRMED,1,-1.465813,0.0,-1.4658130601792574,TIME_WINDOW_STOP_LOSS,15.0,2026-06-02T13:42:00+09:00,2026-06-02T13:57:00+09:00,False,False
20260602,2026-06-02T13:45:00+09:00,2026-06-02T13:39:00+09:00,UP_RED,12,597,596,False,REJECT_MACD_GAP_NOT_EXPANDING,False,REJECT_MACD_GAP_NOT_EXPANDING,False,,,True,,,2,False,False,True,3,False,57.76889421957685,103.47043122187188,-45.70153700229503,0.002523761215359408,-0.30387982873196434,-460.4166113752872,-455.1997577911243,-0.18892082564517296,-1.4079178972011894,0.6730217240233254,13:45,False,REJECT_MACD_GAP_NOT_EXPANDING,1,4.123192,4.123191673894189,-0.08999132697311361,TIME_WINDOW_AFTERNOON_TP,49.0,2026-06-02T13:45:00+09:00,2026-06-02T14:34:00+09:00,False,False
20260604,2026-06-04T09:39:00+09:00,2026-06-04T09:33:00+09:00,UP_RED,1,641,640,True,TIME_WINDOW_APPROVED,True,,True,1.0,MORNING,True,,,5,True,False,False,2,False,1920.035256382621,1098.5484519882393,821.4868043943816,0.0828315468672399,-0.10966610240043285,207.86191927734762,803.650239571929,0.3293648522836377,1.2413973767351159,0.810442518288952,09:39,True,TIME_WINDOW_APPROVED,1,-2.107037,0.0,-2.1070374766830593,TIME_WINDOW_STOP_LOSS,12.0,2026-06-04T09:39:00+09:00,2026-06-04T09:51:00+09:00,False,False
20260604,2026-06-04T09:57:00+09:00,2026-06-04T09:51:00+09:00,DOWN_BLUE,2,647,646,True,TIME_WINDOW_APPROVED,True,,True,2.0,MORNING,True,,,5,True,True,False,2,True,1055.2170927871684,180.69807713440514,874.5190156527633,0.04613979417521506,0.204017235327082,954.9195606005378,1971.5426381877623,0.8189617430163318,0.21682421924290812,0.5562938532673716,09:57,True,TIME_WINDOW_APPROVED,1,-1.398085,0.03766358123204597,-1.398084902649218,TIME_WINDOW_STOP_LOSS,15.0,2026-06-04T09:57:00+09:00,2026-06-04T10:12:00+09:00,False,False
20260604,2026-06-04T10:36:00+09:00,2026-06-04T10:30:00+09:00,UP_RED,3,660,659,True,TIME_WINDOW_APPROVED,True,,True,3.0,MORNING,True,,,5,True,False,True,3,False,1804.474796547148,540.2029881982171,1264.2718083489308,0.07814962306397348,-0.2857486683901943,239.27727144630626,1311.6031477442011,0.5396375012373485,0.7377261094368915,1.0369707461635516,10:36,True,TIME_WINDOW_APPROVED,1,-1.885577,0.25204448246364414,-1.8855774165953805,TIME_WINDOW_STOP_LOSS,9.0,2026-06-04T10:36:00+09:00,2026-06-04T10:45:00+09:00,False,False
20260604,2026-06-04T10:57:00+09:00,2026-06-04T10:51:00+09:00,DOWN_BLUE,4,667,666,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,True,,True,,MORNING,True,,,5,True,True,False,2,True,432.3590854811837,208.1084753316104,224.25061014957328,0.01892990742036706,0.30794138049383873,651.8024836513214,940.6083914716728,0.39123378804645903,0.3543240344883372,0.47347374033591044,10:57,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,1,-1.401344,1.605312,-1.401344,TIME_WINDOW_STOP_LOSS,72.0,2026-06-04T10:57:00+09:00,2026-06-04T12:09:00+09:00,False,False
20260604,2026-06-04T11:30:00+09:00,2026-06-04T11:24:00+09:00,UP_RED,5,678,677,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,True,,True,,AFTERNOON,True,,,4,True,False,False,2,False,1003.3950980524833,481.96086501182435,521.4342330406589,0.04393148415291083,-0.4010236358234982,-322.9723361819051,131.21659007994458,0.054577828623434355,-0.27618546670350524,0.6932937543562062,11:30,False,REJECT_LOW_QUALITY_SCORE,1,0.955711,2.698657367044464,-0.17715780296425457,TIME_WINDOW_PROFIT_LOCK_STOP,78.0,2026-06-04T11:30:00+09:00,2026-06-04T12:48:00+09:00,False,False
20260604,2026-06-04T12:48:00+09:00,2026-06-04T12:42:00+09:00,DOWN_BLUE,6,704,703,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,True,,True,,AFTERNOON,True,,,4,True,False,False,2,False,1198.6396941363741,473.9516307501963,724.6880633861779,0.052251076466276115,-0.129215466942043,129.8325960142538,646.8527804212645,0.26787713225805077,-0.10206545579663592,0.7002329187335128,12:48,False,REJECT_LOW_QUALITY_SCORE,1,-1.473793,0.6823567289117837,-1.4737926593689632,TIME_WINDOW_STOP_LOSS,78.0,2026-06-04T12:48:00+09:00,2026-06-04T14:06:00+09:00,False,False
20260604,2026-06-04T13:45:00+09:00,2026-06-04T13:39:00+09:00,UP_RED,7,723,722,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,False,REJECT_TIME_WINDOW,True,,AFTERNOON,True,,,5,True,False,True,3,False,338.63527703687805,5.779821552711837,332.8554554841662,0.014736086903258401,-0.026893615831229498,98.3489780430682,318.6910793525167,0.13174783524145672,0.2671745898951944,0.8962253387428748,13:45,False,TW2_3SLOT_REJECT_DAILY_SLOT_CAP,1,-0.434615,1.3573866574728495,-1.2099982761592827,FORCED_LIQUIDATION,75.0,2026-06-04T13:45:00+09:00,2026-06-04T15:00:00+09:00,False,False
