rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,073240,금호타이어,5370.0,7.62,27308089,152764000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
2,005930,삼성전자,317000.0,-6.63,12717109,4159586000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
3,037710,광주신세계,55900.0,5.67,2844692,158692000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
4,100090,SK오션플랜트,15520.0,7.93,2110642,32228000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
6,028050,삼성E&A,47150.0,13.75,1926295,86718000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
7,000660,SK하이닉스,2541000.0,-4.94,1811666,4727905000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
9,004980,성신양회,8490.0,11.71,1712123,15394000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
10,010690,화신,10740.0,6.87,1614131,17262000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
11,003200,일신방직,10980.0,2.14,1439237,16629000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
13,183190,아세아시멘트,9660.0,11.55,1169139,12252000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
14,009420,한올바이오파마,69000.0,19.38,1065554,69166000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,change_rate_above_max,
15,010120,LS ELECTRIC,219000.0,7.88,1002413,216962000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
17,300720,한일시멘트,14070.0,7.73,837100,12608000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
18,003490,대한항공,28200.0,0.53,761904,21212000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
19,066570,LG전자,191700.0,-2.14,742444,142184000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
21,005380,현대차,485500.0,1.04,563362,271005000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,change_rate_below_min,
26,009150,삼성전기,1997000.0,0.2,434565,887676000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
27,112610,씨에스윈드,43600.0,13.25,415035,17234000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
28,034230,파라다이스,14350.0,15.63,412929,5775000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
29,001820,삼화콘덴서,133000.0,1.84,410584,55647000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
32,042700,한미반도체,253000.0,-1.75,341906,89218000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
35,402340,SK스퀘어,1622000.0,-5.7,312930,512031000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
36,011200,HMM,18900.0,3.22,307024,5674000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
38,018260,삼성에스디에스,195500.0,2.95,289036,56253000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
39,017670,SK텔레콤,88700.0,-2.1,287898,25381000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
40,007660,이수페타시스,106900.0,-0.83,276994,29457000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
42,028260,삼성물산,461000.0,-6.77,269718,129541000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
44,005690,파미셀,13130.0,10.9,259021,3302000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
46,090430,아모레퍼시픽,111600.0,15.05,247604,27276000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,cosmetics_consumer,,change_rate_above_max,
47,281820,케이씨텍,88300.0,6.77,244591,21927000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
48,316140,우리금융지주,28750.0,1.41,244587,6962000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
50,066970,엘앤에프,115100.0,16.38,232376,25464000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,cathodic,change_rate_above_max,
51,373220,LG에너지솔루션,385500.0,16.29,217064,80833000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,change_rate_above_max,
53,024110,기업은행,20050.0,1.98,206916,4097000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
55,012330,현대모비스,488500.0,0.41,200578,96703000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,change_rate_below_min,
57,022100,포스코DX,22100.0,9.41,196521,4184000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
59,161000,애경케미칼,9820.0,6.74,190985,1864000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
60,000990,DB하이텍,142500.0,-9.98,190742,28352000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
61,034730,SK,768000.0,-5.77,185111,144427000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
62,005440,현대지에프홀딩스,15130.0,0.33,179897,2717000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,price_below_20000,
64,217590,티엠씨,12540.0,5.56,175035,2148000000.0,,20260629 14:02,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
