rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,005930,삼성전자,298500.0,-6.13,9776579,2990340000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
2,073240,금호타이어,6250.0,1.46,7549966,49086000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
3,042660,한화오션,89800.0,-22.65,4448465,418071000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
4,004980,성신양회,9010.0,7.65,2552465,24092000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
5,037710,광주신세계,46550.0,-7.82,2107377,108452000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
6,010140,삼성중공업,22700.0,-4.22,1179388,26755000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
7,000660,SK하이닉스,2251000.0,-3.93,869805,1994363000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
8,003200,일신방직,11070.0,-13.52,749696,8902000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
9,006800,미래에셋증권,42850.0,-4.25,637196,27965000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
10,034020,두산에너빌리티,81900.0,-4.21,586391,48609000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
11,272210,한화시스템,70300.0,-13.1,547379,39145000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
12,300720,한일시멘트,14480.0,2.62,494607,7400000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
13,082740,한화엔진,49850.0,-5.77,391126,19142000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
14,015760,한국전력,37900.0,-3.19,328437,12575000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
15,066570,LG전자,179800.0,-3.18,307129,55414000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
16,010120,LS ELECTRIC,210000.0,-3.89,263327,56444000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
17,090460,비에이치,19500.0,0.78,244664,4883000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
18,475560,더본코리아,15080.0,2.52,205724,3406000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
19,077970,STX엔진,26850.0,-7.41,174923,4652000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
20,005380,현대차,477500.0,-4.88,172747,83822000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
21,010950,S-Oil,122900.0,5.13,172335,20813000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
22,007660,이수페타시스,101100.0,-0.2,171823,17624000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
23,035420,NAVER,196300.0,-0.15,166128,32642000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
24,018260,삼성에스디에스,205500.0,6.31,163576,33087000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
25,009150,삼성전기,1726000.0,-5.58,158979,284285000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
27,066970,엘앤에프,101400.0,-1.93,141397,14973000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,cathodic,negative_change_rate,
29,316140,우리금융지주,31200.0,0.16,132595,4156000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
31,016360,삼성증권,116800.0,-3.71,121812,14609000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
32,042700,한미반도체,215500.0,-4.86,117055,25602000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
33,000270,기아,153500.0,-4.48,114406,17882000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
34,006400,삼성SDI,443000.0,-1.88,113017,51188000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
35,402340,SK스퀘어,1399000.0,-6.42,102847,148352000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
36,011200,HMM,19340.0,-0.21,101691,1963000000.0,,20260707 09:57,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
