rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,005930,삼성전자,315000.0,1.78,14178498,4489642000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,change_rate_below_min,
4,073240,금호타이어,5190.0,9.49,2988784,14798000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
5,010140,삼성중공업,23550.0,0.21,2005096,47709000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,change_rate_below_min,
6,000660,SK하이닉스,2369000.0,-2.31,1908680,4622508000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
7,034020,두산에너빌리티,84700.0,-1.74,1806569,157438000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
8,010120,LS ELECTRIC,216000.0,-5.88,820250,182666000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
9,015760,한국전력,38750.0,1.31,753627,29107000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
11,066570,LG전자,184500.0,-3.4,608374,115287000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
12,005380,현대차,498500.0,1.32,575991,287339000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,change_rate_below_min,
13,016360,삼성증권,121400.0,1.93,513608,63076000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
14,082740,한화엔진,52600.0,0.77,476185,25910000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
16,042700,한미반도체,223500.0,-3.87,423962,97494000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
17,035420,NAVER,195800.0,0.0,404714,79578000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
18,007660,이수페타시스,102800.0,-6.63,389785,41430000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
19,161000,애경케미칼,9810.0,-4.01,370747,3739000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
20,009150,삼성전기,1811000.0,-8.95,359348,682682000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
22,402340,SK스퀘어,1497000.0,-5.79,285811,458060000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
23,024110,기업은행,21250.0,-0.23,275674,5909000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
24,000500,가온전선,277500.0,0.0,240549,69495000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,electric_cable,negative_change_rate,
25,017670,SK텔레콤,84400.0,-2.31,237763,20391000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
26,316140,우리금융지주,30950.0,0.65,234147,7255000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
28,011200,HMM,19280.0,0.57,224935,4365000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
30,068270,셀트리온,175900.0,-4.19,220638,39522000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,bio_healthcare,,negative_change_rate,
31,004020,현대제철,28050.0,-0.71,220415,6206000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,negative_change_rate,
32,006400,삼성SDI,450000.0,-3.74,205061,93482000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
33,103590,일진전기,70800.0,-5.98,204126,14943000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
34,090460,비에이치,19130.0,-4.16,202061,3991000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
35,000990,DB하이텍,111000.0,-8.04,196092,22666000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
37,161890,한국콜마,116300.0,-1.27,176945,20744000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,cosmetics_consumer,,negative_change_rate,
38,037710,광주신세계,38550.0,-0.9,169142,6485000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
39,062040,산일전기,205500.0,-7.01,161734,34378000000.0,,20260706 14:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
