rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,005930,삼성전자,315000.0,1.78,15267988,4831742000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,change_rate_below_min,
2,073240,금호타이어,6160.0,29.96,8905882,48763000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
5,010140,삼성중공업,23550.0,0.21,2155429,51247000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,change_rate_below_min,
6,000660,SK하이닉스,2383000.0,-1.73,2071518,5007225000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
7,034020,두산에너빌리티,84800.0,-1.62,1912464,166379000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
8,037710,광주신세계,47550.0,22.24,1142472,50286000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
9,010120,LS ELECTRIC,216500.0,-5.66,867377,192802000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
10,015760,한국전력,39000.0,1.96,829592,32061000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
12,066570,LG전자,185000.0,-3.14,648851,122748000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
13,005380,현대차,498500.0,1.32,604057,301297000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,change_rate_below_min,
14,016360,삼성증권,120900.0,1.51,528592,64888000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
15,082740,한화엔진,52500.0,0.57,503422,27336000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
17,042700,한미반도체,225500.0,-3.01,446539,102542000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
18,007660,이수페타시스,101500.0,-7.81,438253,46367000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
19,035420,NAVER,195200.0,-0.31,433896,85274000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
20,009150,삼성전기,1823000.0,-8.35,390854,739871000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
21,161000,애경케미칼,9820.0,-3.91,377065,3800000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
23,402340,SK스퀘어,1496000.0,-5.85,320662,509767000000.0,,20260706 15:07,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
