rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
4,073240,금호타이어,4890.0,3.16,1729162,8426000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
5,010140,삼성중공업,23750.0,1.06,1262378,30311000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,change_rate_below_min,
6,034020,두산에너빌리티,86500.0,0.35,1247552,110084000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
7,000660,SK하이닉스,2447000.0,0.91,1144284,2821806000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,change_rate_below_min,
8,010120,LS ELECTRIC,218000.0,-5.01,569238,128933000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
10,015760,한국전력,38700.0,1.18,426980,16596000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
12,066570,LG전자,189900.0,-0.58,374971,72073000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
16,161000,애경케미칼,9870.0,-3.42,304852,3095000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
17,042700,한미반도체,227500.0,-2.15,281777,65904000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
18,007660,이수페타시스,104400.0,-5.18,254447,27492000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
19,035420,NAVER,196600.0,0.41,228673,45185000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,change_rate_below_min,
20,009150,삼성전기,1908000.0,-4.07,194854,382713000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
21,000500,가온전선,271000.0,-2.34,185051,54320000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,electric_cable,negative_change_rate,
22,024110,기업은행,21500.0,0.94,185021,3974000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
23,402340,SK스퀘어,1640000.0,3.21,182919,299247000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
27,068270,셀트리온,176600.0,-3.81,144050,26034000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,bio_healthcare,,negative_change_rate,
28,316140,우리금융지주,31250.0,1.63,141006,4363000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
29,000990,DB하이텍,112900.0,-6.46,135250,15885000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
30,011200,HMM,19530.0,1.88,134682,2621000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
31,017670,SK텔레콤,85300.0,-1.27,134539,11668000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
32,090460,비에이치,19250.0,-3.56,132603,2685000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
33,161890,한국콜마,116500.0,-1.1,130503,15342000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,cosmetics_consumer,,negative_change_rate,
34,103590,일진전기,72200.0,-4.12,129454,9664000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
35,006400,삼성SDI,451000.0,-3.53,121001,56036000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
36,000720,현대건설,115900.0,0.52,105907,12365000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,change_rate_below_min,
38,055550,신한지주,109100.0,1.68,104794,11359000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
39,062040,산일전기,209500.0,-5.2,100982,21923000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
41,037710,광주신세계,38200.0,-1.8,93972,3634000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
42,009420,한올바이오파마,56800.0,-4.22,92680,5353000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,negative_change_rate,
43,011070,LG이노텍,871000.0,-0.11,92281,83473000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
44,018260,삼성에스디에스,195200.0,-0.1,90155,17749000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
45,034230,파라다이스,13180.0,2.81,87627,1144000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
46,003160,디아이,23500.0,-4.86,87517,2131000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
47,004020,현대제철,28400.0,0.53,84411,2409000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,change_rate_below_min,
48,281820,케이씨텍,98900.0,-8.93,82239,8643000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
49,077970,STX엔진,28800.0,1.95,81456,2391000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
51,011790,SKC,101500.0,-1.17,80785,8313000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
52,489790,한화비전,48850.0,-4.03,73082,3660000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
53,323410,카카오뱅크,22350.0,0.45,67166,1506000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,trading_value_below_20b,
54,022100,포스코DX,20950.0,-1.87,64238,1370000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
56,032350,롯데관광개발,15460.0,1.71,60622,937000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
57,336260,두산퓨얼셀,55100.0,-2.65,59188,3276000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
58,004980,성신양회,8300.0,-1.89,56895,478000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
59,278470,에이피알,375500.0,-1.83,55776,21707000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,cosmetics_consumer,,negative_change_rate,
60,064350,현대로템,199900.0,-0.3,55539,11219000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
62,138930,BNK금융지주,18640.0,-0.75,55316,1040000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,price_below_20000,
63,007810,코리아써키트,75200.0,-6.23,54769,4279000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
64,005490,POSCO홀딩스,322500.0,0.78,54531,17652000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,change_rate_below_min,
65,071970,HD현대마린엔진,66400.0,1.37,50799,3434000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
66,001500,현대차증권,8690.0,1.4,50636,440000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
67,010950,S-Oil,114900.0,4.26,49342,5649000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
68,003540,대신증권,29850.0,1.88,48219,1454000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,trading_value_below_20b,
69,096770,SK이노베이션,96500.0,1.58,47150,4565000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,change_rate_below_min,
71,373220,LG에너지솔루션,356000.0,-1.79,45865,16529000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
72,010060,OCI홀딩스,200500.0,-5.87,45862,9564000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
73,020150,롯데에너지머티리얼즈,37750.0,-5.03,43264,1666000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
74,005440,현대지에프홀딩스,14240.0,-4.3,42623,624000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,price_below_20000,
75,001450,현대해상,37000.0,0.82,42541,1577000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
76,009900,명신산업,7730.0,2.38,41647,321000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
78,017960,한국카본,26100.0,0.58,39746,1048000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,trading_value_below_20b,
79,032640,LG유플러스,14100.0,-0.7,39457,559000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,price_below_20000,
80,066970,엘앤에프,103900.0,-1.98,38777,4105000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,cathodic,negative_change_rate,
82,329180,HD현대중공업,586000.0,1.56,37928,22438000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,change_rate_below_min,
83,195870,해성디에스,58800.0,-3.13,35912,2137000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
84,075580,세진중공업,13330.0,-0.74,35752,486000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
85,034730,SK,687000.0,-0.43,35445,24745000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
86,035250,강원랜드,14740.0,-1.01,35202,523000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
87,139480,이마트,85300.0,2.16,33700,2892000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
88,457190,이수스페셜티케미컬,65100.0,-4.55,33622,2260000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
89,052690,한전기술,107000.0,0.75,31686,3473000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
90,020560,아시아나항공,7740.0,0.13,31681,244000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,price_below_20000,
91,086790,하나금융지주,126700.0,0.88,31663,3995000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
92,003670,포스코퓨처엠,159400.0,-1.73,31420,5080000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,cathodic,negative_change_rate,
93,336370,솔루스첨단소재,7990.0,-3.15,31380,256000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,price_below_20000,
94,090430,아모레퍼시픽,120600.0,-0.5,31125,3778000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,cosmetics_consumer,,negative_change_rate,
97,484870,엠앤씨솔루션,35450.0,29.38,29324,952000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
98,499790,GS피앤엘,38800.0,3.47,28971,1118000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,trading_value_below_20b,
99,229640,LS에코에너지,50200.0,-4.56,28585,1478000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,trading_value_below_20b,
100,033240,자화전자,27450.0,2.04,28558,793000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
9,272210,한화시스템,82900.0,9.8,548671,45678000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,sector_rank_too_low(8>5),8.0
14,082740,한화엔진,54400.0,4.21,334203,18430000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,sector_rank_too_low(8>5),8.0
15,005380,현대차,508000.0,3.25,315377,157225000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,sector_rank_too_low(6>5),6.0
24,000270,기아,160400.0,5.53,169445,26605000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,sector_rank_too_low(6>5),6.0
25,047810,한국항공우주,161300.0,3.0,154060,25115000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,sector_rank_too_low(8>5),8.0
37,012330,현대모비스,519000.0,5.06,105870,53560000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,sector_rank_too_low(6>5),6.0
55,047050,포스코인터내셔널,50400.0,2.23,62735,3131000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,sector_rank_too_low(13>5),13.0
61,352820,하이브,217500.0,6.1,55362,11850000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,entertainment_game,,sector_rank_too_low(15>5),15.0
70,079550,LIG디펜스앤에어로스페이스,825000.0,3.13,46790,38535000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,sector_rank_too_low(8>5),8.0
77,000880,한화,111300.0,6.1,41108,4601000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,sector_rank_too_low(8>5),8.0
81,078930,GS,77800.0,6.58,38174,3006000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,sector_rank_too_low(7>5),7.0
95,267270,HD건설기계,123500.0,3.96,30043,3680000000.0,,20260706 10:14,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,sector_rank_too_low(13>5),13.0
