rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,073240,금호타이어,5300.0,6.21,26896289,150594000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
2,005930,삼성전자,321500.0,-5.3,11872583,3890751000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
3,037710,광주신세계,56100.0,6.05,2703874,150984000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
4,100090,SK오션플랜트,15480.0,7.65,2046937,31236000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
6,028050,삼성E&A,48000.0,15.8,1800676,80754000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
7,000660,SK하이닉스,2573000.0,-3.74,1718069,4488858000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
8,004980,성신양회,8550.0,12.5,1691178,15214000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
10,010690,화신,10810.0,7.56,1580783,16903000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
11,003200,일신방직,10970.0,2.05,1414358,16359000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
12,183190,아세아시멘트,9860.0,13.86,1126376,11829000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
14,009420,한올바이오파마,67500.0,16.78,988003,63831000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,change_rate_above_max,
15,010120,LS ELECTRIC,221500.0,9.11,976492,211243000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
17,300720,한일시멘트,14090.0,7.89,831358,12527000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
18,003490,대한항공,28200.0,0.53,716557,19931000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
19,066570,LG전자,193100.0,-1.43,695883,133232000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
23,015760,한국전력,37800.0,1.89,499396,18420000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
26,009150,삼성전기,2008000.0,0.75,420452,859463000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
27,034230,파라다이스,14350.0,15.63,408328,5709000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
28,001820,삼화콘덴서,133700.0,2.37,399064,54116000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
29,112610,씨에스윈드,43150.0,12.08,385296,15943000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
32,042700,한미반도체,256500.0,-0.39,318664,83309000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
34,402340,SK스퀘어,1638000.0,-4.77,298813,488949000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
36,011200,HMM,18970.0,3.6,280956,5180000000.0,,20260629 13:12,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
