rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,005930,삼성전자,354500.0,0.14,17259069,6083136000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,change_rate_below_min,
5,010690,화신,12240.0,-14.58,2568716,33210000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
6,006800,미래에셋증권,46050.0,-5.54,2517439,116839000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
7,010140,삼성중공업,26400.0,-4.17,2090031,55641000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
8,034020,두산에너빌리티,94900.0,-3.06,1814273,173598000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
9,092790,넥스틸,15520.0,-0.7,1653916,26622000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,price_below_20000,
10,042660,한화오션,117000.0,-8.88,1550278,185990000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
11,028050,삼성E&A,49950.0,2.67,1480545,74021000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
12,001820,삼화콘덴서,167000.0,-2.62,1146955,202932000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
13,204320,HL만도,57100.0,-12.56,1042977,62401000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
14,005380,현대차,583000.0,-4.89,1012964,598477000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
15,035720,카카오,37000.0,-1.99,955952,36264000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
16,003490,대한항공,27100.0,-3.04,952641,25860000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
17,009830,한화솔루션,38150.0,0.26,935151,36012000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
18,010120,LS ELECTRIC,247500.0,-4.44,841441,213147000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
19,035420,NAVER,223000.0,-2.83,834798,190396000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
20,077970,STX엔진,32200.0,-4.59,740508,26209000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
21,082740,한화엔진,56800.0,-6.89,718496,42761000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
22,015760,한국전력,38400.0,1.32,679110,25804000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
23,042700,한미반도체,298500.0,1.19,672039,200939000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,change_rate_below_min,
24,402340,SK스퀘어,1927000.0,8.26,671754,1271615000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
25,009150,삼성전기,2236000.0,-1.5,610976,1381601000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
26,112610,씨에스윈드,43600.0,2.71,581457,25663000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
27,006360,GS건설,27050.0,1.88,511188,13673000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,change_rate_below_min,
28,454910,두산로보틱스,100200.0,-1.57,466822,47305000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,robotics,,negative_change_rate,
29,161000,애경케미칼,10460.0,-1.78,419697,4585000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
30,006400,삼성SDI,537000.0,-3.24,419164,233726000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
31,100090,SK오션플랜트,15780.0,-2.89,404042,6493000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
33,011200,HMM,19530.0,-3.08,397719,7837000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
34,011790,SKC,120000.0,0.33,396193,47128000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
35,316140,우리금융지주,29950.0,-3.54,380663,11463000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
36,018260,삼성에스디에스,209500.0,-1.18,351630,76503000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
37,017670,SK텔레콤,93100.0,-1.9,350644,32710000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
38,003550,LG,110300.0,1.29,339959,38381000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,change_rate_below_min,
39,012330,현대모비스,572000.0,-6.54,338238,197657000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
40,375500,DL이앤씨,73800.0,-0.14,327687,24067000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,negative_change_rate,
42,024110,기업은행,20600.0,-3.96,283670,5911000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
43,007660,이수페타시스,117400.0,2.0,283017,32992000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
44,323410,카카오뱅크,21300.0,-3.84,272690,5893000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
45,000720,현대건설,128400.0,-0.16,267865,34414000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,negative_change_rate,
46,004020,현대제철,31100.0,-5.04,252981,8060000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,negative_change_rate,
47,000500,가온전선,338000.0,0.15,243151,84609000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,electric_cable,change_rate_below_min,
48,005690,파미셀,13280.0,-1.26,242080,3166000000.0,,20260622 14:38,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
