rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
1,005930,삼성전자,352500.0,-0.42,18134416,6392025000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,negative_change_rate,
5,010690,화신,12490.0,-12.84,2751360,35484000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
6,006800,미래에셋증권,46200.0,-5.23,2656462,123255000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
7,010140,삼성중공업,26350.0,-4.36,2215807,58953000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
8,034020,두산에너빌리티,94400.0,-3.58,1948707,186294000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
9,092790,넥스틸,15590.0,-0.26,1747933,28096000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,price_below_20000,
10,042660,한화오션,116700.0,-9.11,1648931,197505000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
11,028050,삼성E&A,49900.0,2.57,1553878,77685000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
12,001820,삼화콘덴서,166700.0,-2.8,1162322,205494000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
13,204320,HL만도,57000.0,-12.71,1105596,65965000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
14,035720,카카오,36900.0,-2.25,1096016,41438000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
15,005380,현대차,582000.0,-5.06,1094150,645691000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
16,003490,대한항공,27050.0,-3.22,1000104,27144000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
17,009830,한화솔루션,37900.0,-0.39,981725,37781000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
18,010120,LS ELECTRIC,245500.0,-5.21,915486,231359000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
19,035420,NAVER,222500.0,-3.05,895214,203855000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
20,077970,STX엔진,32600.0,-3.41,751416,26562000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
21,082740,한화엔진,56400.0,-7.54,737840,43855000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
22,402340,SK스퀘어,1970000.0,10.67,725153,1376092000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
23,015760,한국전력,38200.0,0.79,718176,27300000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
25,009150,삼성전기,2227000.0,-1.89,631485,1427367000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
26,112610,씨에스윈드,43800.0,3.18,607328,26791000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
28,454910,두산로보틱스,100400.0,-1.38,488312,49458000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,robotics,,negative_change_rate,
29,011200,HMM,19540.0,-3.03,444261,8746000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
30,006400,삼성SDI,532000.0,-4.14,434905,242135000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
31,100090,SK오션플랜트,15760.0,-3.02,425547,6831000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
32,161000,애경케미칼,10530.0,-1.13,423700,4627000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
34,011790,SKC,120100.0,0.42,413401,49192000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
36,316140,우리금융지주,30000.0,-3.38,401624,12090000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
37,017670,SK텔레콤,93400.0,-1.58,381848,35622000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
38,018260,삼성에스디에스,209000.0,-1.42,362893,78864000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
39,012330,현대모비스,572000.0,-6.54,353882,206594000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
40,003550,LG,109700.0,0.73,348105,39276000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,change_rate_below_min,
41,375500,DL이앤씨,74200.0,0.41,344311,25296000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,change_rate_below_min,
42,323410,카카오뱅크,21150.0,-4.51,324048,6981000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
43,024110,기업은행,20550.0,-4.2,318467,6626000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
44,007660,이수페타시스,117800.0,2.35,302495,35279000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
45,004020,현대제철,31050.0,-5.19,301206,9557000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,negative_change_rate,
46,000720,현대건설,127700.0,-0.7,279832,35943000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,negative_change_rate,
47,005690,파미셀,13400.0,-0.37,274889,3604000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
48,022100,포스코DX,25150.0,-8.21,253583,6506000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
49,000500,가온전선,338000.0,0.15,251058,87283000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,electric_cable,change_rate_below_min,
50,272210,한화시스템,89700.0,-1.54,246694,22400000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
51,217590,티엠씨,16250.0,-3.45,240638,3997000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
52,032830,삼성생명,451500.0,-9.15,236970,112435000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
53,336260,두산퓨얼셀,63300.0,-2.62,221834,13860000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
54,195870,해성디에스,86000.0,17.33,219986,17926000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
55,011070,LG이노텍,1130000.0,-1.31,214328,248215000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
56,000270,기아,151800.0,-2.0,205789,31594000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
57,489790,한화비전,65800.0,-2.37,196095,13029000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
58,005490,POSCO홀딩스,347000.0,-2.66,191713,67427000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,materials_copper,,negative_change_rate,
59,047810,한국항공우주,148900.0,1.64,180806,26907000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
60,002020,코오롱,47950.0,-7.79,178750,9869000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
61,103590,일진전기,81000.0,-4.03,178377,14450000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
62,007810,코리아써키트,115300.0,-3.19,171163,20049000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
63,336370,솔루스첨단소재,10570.0,-3.47,164351,1775000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,price_below_20000,
64,047050,포스코인터내셔널,53000.0,-3.64,163658,8758000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,negative_change_rate,
65,016360,삼성증권,114000.0,-4.12,160297,18438000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
66,017960,한국카본,29900.0,-1.48,159324,4813000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
67,005940,NH투자증권,30500.0,-4.69,149723,4613000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
68,003160,디아이,28100.0,2.0,149547,4176000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
69,373220,LG에너지솔루션,386500.0,-4.45,142095,56504000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
70,281820,케이씨텍,93600.0,9.73,141134,12843000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
71,032640,LG유플러스,14500.0,-1.43,139020,2048000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,price_below_20000,
72,075580,세진중공업,14420.0,-1.44,135362,2030000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
73,068270,셀트리온,167100.0,-1.88,135340,22681000000.0,,20260622 15:21,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,bio_healthcare,,negative_change_rate,
