rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
2,073240,금호타이어,4835.0,-9.12,2139671,10688000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
3,093370,후성,19670.0,5.19,1407047,26791000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
5,034020,두산에너빌리티,86100.0,-2.16,983347,88178000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
6,010120,LS ELECTRIC,223500.0,-0.22,949451,226638000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
7,161000,애경케미칼,9870.0,-0.8,894535,9686000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
8,010690,화신,10610.0,-3.37,800080,8975000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
9,103590,일진전기,74300.0,1.78,763058,62645000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
10,204320,HL만도,48800.0,-1.41,657927,34141000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,negative_change_rate,
11,010140,삼성중공업,23900.0,-2.25,651270,16021000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
13,000660,SK하이닉스,2630000.0,0.08,567980,1503875000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,change_rate_below_min,
14,064400,LG씨엔에스,79700.0,0.63,566362,46615000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,change_rate_below_min,
15,217590,티엠씨,12610.0,-0.63,532608,7323000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
16,028050,삼성E&A,47050.0,-1.26,491695,23405000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
17,037710,광주신세계,45000.0,-10.71,386423,18073000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
18,006800,미래에셋증권,43100.0,-1.03,323353,14187000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,negative_change_rate,
19,009830,한화솔루션,34050.0,-3.54,317558,11090000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,negative_change_rate,
20,001820,삼화콘덴서,141500.0,6.39,316377,44431000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
21,042660,한화오션,101100.0,-4.17,303254,32260000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,negative_change_rate,
22,005380,현대차,497500.0,0.1,281133,142829000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,change_rate_below_min,
23,454910,두산로보틱스,90400.0,-1.31,267834,25319000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,robotics,,negative_change_rate,
24,100090,SK오션플랜트,14900.0,-3.56,258961,3939000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,price_below_20000,
25,062040,산일전기,226000.0,2.49,257861,61411000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
26,003490,대한항공,28400.0,0.18,251748,7112000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,defense,,change_rate_below_min,
27,015760,한국전력,38150.0,-0.26,224217,8679000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
28,281820,케이씨텍,108900.0,19.8,204073,20902000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
29,035420,NAVER,201500.0,-1.23,182774,37443000000.0,,20260630 09:10,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,negative_change_rate,
