rank,symbol,name,current_price,change_rate,volume,trading_value,market,collected_at,source_url,is_etf,is_etn,is_preferred,is_spac,is_reit,sector,subtheme,excluded_reason,sector_tv_rank
4,073240,금호타이어,4950.0,4.43,1586283,7725000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,auto,,price_below_20000,
5,010140,삼성중공업,23900.0,1.7,1209646,29054000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,shipbuilding,,change_rate_below_min,
6,034020,두산에너빌리티,87200.0,1.16,1113961,98520000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
7,000660,SK하이닉스,2457000.0,1.32,1083071,2672448000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,hbm,change_rate_below_min,
9,010120,LS ELECTRIC,219500.0,-4.36,518233,117830000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,True,False,False,False,False,power_grid,,etf_etn,
10,015760,한국전력,38950.0,1.83,394911,15355000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,change_rate_below_min,
12,066570,LG전자,190800.0,-0.1,344669,66321000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,negative_change_rate,
15,161000,애경케미칼,9940.0,-2.74,293095,2978000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
17,042700,한미반도체,226000.0,-2.8,270742,63397000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,semiconductor,,negative_change_rate,
18,007660,이수페타시스,105400.0,-4.27,226042,24516000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
19,035420,NAVER,196900.0,0.56,216417,42775000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,,change_rate_below_min,
20,024110,기업은행,21500.0,0.94,176077,3782000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
21,000500,가온전선,279000.0,0.54,175499,51708000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,ai_data_center,electric_cable,change_rate_below_min,
22,402340,SK스퀘어,1644000.0,3.46,171529,280629000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
23,009150,삼성전기,1917000.0,-3.62,166763,329230000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
27,316140,우리금융지주,31200.0,1.46,132202,4088000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
28,011200,HMM,19480.0,1.62,123478,2404000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
29,090460,비에이치,19600.0,-1.8,122280,2485000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
30,161890,한국콜마,117200.0,-0.51,121209,14260000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,cosmetics_consumer,,negative_change_rate,
31,017670,SK텔레콤,85800.0,-0.69,120338,10453000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
32,068270,셀트리온,178600.0,-2.72,118826,21560000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,bio_healthcare,,negative_change_rate,
33,103590,일진전기,72400.0,-3.85,116464,8728000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
34,000990,DB하이텍,113500.0,-5.97,114575,13557000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,power_grid,,negative_change_rate,
35,006400,삼성SDI,456000.0,-2.46,110066,51098000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,battery_ev,,negative_change_rate,
36,055550,신한지주,109000.0,1.58,100793,10924000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,finance,,change_rate_below_min,
37,000720,현대건설,116500.0,1.04,98458,11502000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,change_rate_below_min,
40,062040,산일전기,210500.0,-4.75,89791,19577000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
41,009420,한올바이오파마,56700.0,-4.38,88065,5091000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,construction_machinery,,negative_change_rate,
42,037710,광주신세계,38700.0,-0.51,87130,3371000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
43,011070,LG이노텍,876000.0,0.46,87035,78908000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,holding_company,,change_rate_below_min,
44,018260,삼성에스디에스,195700.0,0.15,80696,15905000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
45,034230,파라다이스,13340.0,4.06,79954,1042000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
47,011790,SKC,102500.0,-0.19,77067,7934000000.0,,20260706 09:58,https://finance.naver.com/sise/nxt_sise_quant.naver,False,False,False,False,False,unknown,,unknown_sector,
