datetime,open,high,low,close,volume
2026-07-21 09:00:00,13025.0,13025.0,13025.0,13025.0,1577491
2026-07-21 09:01:00,13060.0,13060.0,13060.0,13060.0,2021210
2026-07-21 09:02:00,13100.0,13100.0,13100.0,13100.0,1686858
2026-07-21 09:03:00,13230.0,13230.0,13230.0,13230.0,2079868
2026-07-21 09:04:00,13300.0,13300.0,13300.0,13300.0,1696974
2026-07-21 09:05:00,13280.0,13280.0,13280.0,13280.0,1689887
2026-07-21 09:06:00,13150.0,13150.0,13150.0,13150.0,1103210
2026-07-21 09:07:00,12880.0,12880.0,12880.0,12880.0,1874053
2026-07-21 09:08:00,12920.0,12920.0,12920.0,12920.0,1846242
2026-07-21 09:09:00,12985.0,12985.0,12985.0,12985.0,1818613
2026-07-21 09:10:00,12965.0,12965.0,12965.0,12965.0,1385377
2026-07-21 09:11:00,12985.0,12985.0,12985.0,12985.0,1112929
2026-07-21 09:12:00,13080.0,13080.0,13080.0,13080.0,996589
2026-07-21 09:13:00,13405.0,13405.0,13405.0,13405.0,1889389
2026-07-21 09:14:00,13370.0,13370.0,13370.0,13370.0,1539542
2026-07-21 09:15:00,13225.0,13225.0,13225.0,13225.0,1240125
2026-07-21 09:16:00,13285.0,13285.0,13285.0,13285.0,1071563
2026-07-21 09:17:00,13375.0,13375.0,13375.0,13375.0,1107108
2026-07-21 09:18:00,13320.0,13320.0,13320.0,13320.0,538898
2026-07-21 09:19:00,13395.0,13395.0,13395.0,13395.0,1253648
2026-07-21 09:20:00,13280.0,13280.0,13280.0,13280.0,817343
2026-07-21 09:21:00,13400.0,13400.0,13400.0,13400.0,971399
2026-07-21 09:22:00,13370.0,13370.0,13370.0,13370.0,763000
2026-07-21 09:23:00,13285.0,13285.0,13285.0,13285.0,562753
2026-07-21 09:24:00,13500.0,13500.0,13500.0,13500.0,1395470
2026-07-21 09:25:00,13445.0,13445.0,13445.0,13445.0,1146058
2026-07-21 09:26:00,13425.0,13425.0,13425.0,13425.0,807617
2026-07-21 09:27:00,13495.0,13495.0,13495.0,13495.0,782139
2026-07-21 09:28:00,13365.0,13365.0,13365.0,13365.0,1823920
2026-07-21 09:29:00,13365.0,13365.0,13365.0,13365.0,1023876
2026-07-21 09:30:00,13310.0,13310.0,13310.0,13310.0,1051334
2026-07-21 09:31:00,13330.0,13330.0,13330.0,13330.0,747341
2026-07-21 09:32:00,13400.0,13400.0,13400.0,13400.0,699395
2026-07-21 09:33:00,13310.0,13310.0,13310.0,13310.0,1092021
2026-07-21 09:34:00,13375.0,13375.0,13375.0,13375.0,800901
2026-07-21 09:35:00,13400.0,13400.0,13400.0,13400.0,294602
2026-07-21 09:36:00,13425.0,13425.0,13425.0,13425.0,1055759
2026-07-21 09:37:00,13430.0,13430.0,13430.0,13430.0,904042
2026-07-21 09:38:00,13475.0,13475.0,13475.0,13475.0,694447
2026-07-21 09:39:00,13605.0,13605.0,13605.0,13605.0,1324451
2026-07-21 09:40:00,13615.0,13615.0,13615.0,13615.0,1214230
2026-07-21 09:41:00,13620.0,13620.0,13620.0,13620.0,972139
2026-07-21 09:42:00,13735.0,13735.0,13735.0,13735.0,1695178
2026-07-21 09:43:00,13690.0,13690.0,13690.0,13690.0,1089175
2026-07-21 09:44:00,13765.0,13765.0,13765.0,13765.0,1118073
2026-07-21 09:45:00,13740.0,13740.0,13740.0,13740.0,1026436
2026-07-21 09:46:00,13750.0,13750.0,13750.0,13750.0,766020
2026-07-21 09:47:00,13795.0,13795.0,13795.0,13795.0,672599
2026-07-21 09:48:00,13845.0,13845.0,13845.0,13845.0,1000147
2026-07-21 09:49:00,13795.0,13795.0,13795.0,13795.0,920068
2026-07-21 09:50:00,13805.0,13805.0,13805.0,13805.0,950068
2026-07-21 09:51:00,13795.0,13795.0,13795.0,13795.0,730979
2026-07-21 09:52:00,13740.0,13740.0,13740.0,13740.0,695596
2026-07-21 09:53:00,13755.0,13755.0,13755.0,13755.0,494672
2026-07-21 09:54:00,13665.0,13665.0,13665.0,13665.0,632307
2026-07-21 09:55:00,13625.0,13625.0,13625.0,13625.0,758852
2026-07-21 09:56:00,13620.0,13620.0,13620.0,13620.0,928597
2026-07-21 09:57:00,13640.0,13640.0,13640.0,13640.0,655961
2026-07-21 09:58:00,13535.0,13535.0,13535.0,13535.0,801138
2026-07-21 09:59:00,13510.0,13510.0,13510.0,13510.0,688557
2026-07-21 10:00:00,13545.0,13545.0,13545.0,13545.0,634168
2026-07-21 10:01:00,13565.0,13565.0,13565.0,13565.0,664171
2026-07-21 10:02:00,13500.0,13500.0,13500.0,13500.0,977827
2026-07-21 10:03:00,13580.0,13580.0,13580.0,13580.0,971107
2026-07-21 10:04:00,13750.0,13750.0,13750.0,13750.0,1142385
2026-07-21 10:05:00,13870.0,13870.0,13870.0,13870.0,1373777
2026-07-21 10:06:00,13870.0,13870.0,13870.0,13870.0,1456619
2026-07-21 10:07:00,13885.0,13885.0,13885.0,13885.0,1136407
2026-07-21 10:08:00,13965.0,13965.0,13965.0,13965.0,1522721
2026-07-21 10:09:00,14040.0,14040.0,14040.0,14040.0,1448873
2026-07-21 10:10:00,13995.0,13995.0,13995.0,13995.0,1275964
2026-07-21 10:11:00,13985.0,13985.0,13985.0,13985.0,777575
2026-07-21 10:12:00,14100.0,14100.0,14100.0,14100.0,1191073
2026-07-21 10:13:00,14120.0,14120.0,14120.0,14120.0,1140446
2026-07-21 10:14:00,14145.0,14145.0,14145.0,14145.0,1097701
2026-07-21 10:15:00,14105.0,14105.0,14105.0,14105.0,1071050
2026-07-21 10:16:00,14050.0,14050.0,14050.0,14050.0,1002328
2026-07-21 10:17:00,13915.0,13915.0,13915.0,13915.0,1087383
2026-07-21 10:18:00,13930.0,13930.0,13930.0,13930.0,888548
2026-07-21 10:19:00,14020.0,14020.0,14020.0,14020.0,1160141
