datetime,open,high,low,close,volume
2026-07-20 09:02:00,12130.0,12130.0,12130.0,12130.0,1744589
2026-07-20 09:03:00,12235.0,12235.0,12235.0,12235.0,1728565
2026-07-20 09:04:00,11905.0,11905.0,11905.0,11905.0,2242452
2026-07-20 09:05:00,11705.0,11705.0,11705.0,11705.0,2230690
2026-07-20 09:06:00,11600.0,11600.0,11600.0,11600.0,1434874
2026-07-20 09:07:00,11505.0,11505.0,11505.0,11505.0,1716603
2026-07-20 09:08:00,11270.0,11270.0,11270.0,11270.0,1508411
2026-07-20 09:09:00,11325.0,11325.0,11325.0,11325.0,2741166
2026-07-20 09:10:00,11370.0,11370.0,11370.0,11370.0,2287714
2026-07-20 09:11:00,11220.0,11220.0,11220.0,11220.0,1698133
2026-07-20 09:12:00,11265.0,11265.0,11265.0,11265.0,2078008
2026-07-20 09:13:00,11055.0,11055.0,11055.0,11055.0,656165
2026-07-20 09:15:00,11005.0,11005.0,11005.0,11005.0,1828890
2026-07-20 09:16:00,11020.0,11020.0,11020.0,11020.0,2334836
2026-07-20 09:17:00,10810.0,10810.0,10810.0,10810.0,1530019
2026-07-20 09:18:00,10985.0,10985.0,10985.0,10985.0,1658120
2026-07-20 09:19:00,10930.0,10930.0,10930.0,10930.0,1736816
2026-07-20 09:20:00,10940.0,10940.0,10940.0,10940.0,1350370
2026-07-20 09:21:00,10970.0,10970.0,10970.0,10970.0,1372956
2026-07-20 09:22:00,10935.0,10935.0,10935.0,10935.0,2065198
2026-07-20 09:23:00,10830.0,10830.0,10830.0,10830.0,1074403
2026-07-20 09:24:00,10800.0,10800.0,10800.0,10800.0,1228395
2026-07-20 09:25:00,10970.0,10970.0,10970.0,10970.0,1786338
2026-07-20 09:26:00,11010.0,11010.0,11010.0,11010.0,1380609
2026-07-20 09:27:00,11030.0,11030.0,11030.0,11030.0,1226732
2026-07-20 09:28:00,11050.0,11050.0,11050.0,11050.0,1766645
2026-07-20 09:29:00,11160.0,11160.0,11160.0,11160.0,1985523
2026-07-20 09:30:00,11240.0,11240.0,11240.0,11240.0,2030192
2026-07-20 09:31:00,11265.0,11265.0,11265.0,11265.0,2115498
2026-07-20 09:32:00,11320.0,11320.0,11320.0,11320.0,1712084
2026-07-20 09:33:00,11350.0,11350.0,11350.0,11350.0,1879936
2026-07-20 09:34:00,11295.0,11295.0,11295.0,11295.0,1676581
2026-07-20 09:35:00,11080.0,11080.0,11080.0,11080.0,1507872
2026-07-20 09:36:00,10980.0,10980.0,10980.0,10980.0,1587701
2026-07-20 09:37:00,10935.0,10935.0,10935.0,10935.0,966219
2026-07-20 09:38:00,10865.0,10865.0,10865.0,10865.0,848642
2026-07-20 09:39:00,11005.0,11005.0,11005.0,11005.0,1743592
2026-07-20 09:40:00,11005.0,11005.0,11005.0,11005.0,958282
2026-07-20 09:41:00,10880.0,10880.0,10880.0,10880.0,788450
2026-07-20 09:42:00,10915.0,10915.0,10915.0,10915.0,849936
2026-07-20 09:43:00,10940.0,10940.0,10940.0,10940.0,813999
2026-07-20 09:44:00,11065.0,11065.0,11065.0,11065.0,846728
2026-07-20 09:45:00,11130.0,11130.0,11130.0,11130.0,1358345
2026-07-20 09:46:00,11095.0,11095.0,11095.0,11095.0,1156852
2026-07-20 09:47:00,11160.0,11160.0,11160.0,11160.0,1218257
2026-07-20 09:48:00,11110.0,11110.0,11110.0,11110.0,792972
2026-07-20 09:49:00,11080.0,11080.0,11080.0,11080.0,754017
2026-07-20 09:50:00,11195.0,11195.0,11195.0,11195.0,1095984
2026-07-20 09:51:00,11130.0,11130.0,11130.0,11130.0,690210
2026-07-20 09:52:00,11267.0,11267.0,11267.0,11267.0,816877
2026-07-20 09:53:00,11305.0,11305.0,11305.0,11305.0,1010411
2026-07-20 09:54:00,11330.0,11330.0,11330.0,11330.0,1307109
2026-07-20 09:55:00,11240.0,11240.0,11240.0,11240.0,1257219
2026-07-20 09:56:00,11415.0,11415.0,11415.0,11415.0,1227404
2026-07-20 09:57:00,11510.0,11510.0,11510.0,11510.0,3219585
2026-07-20 09:58:00,11585.0,11585.0,11585.0,11585.0,2534740
2026-07-20 09:59:00,11530.0,11530.0,11530.0,11530.0,1907935
2026-07-20 10:00:00,11380.0,11380.0,11380.0,11380.0,2317540
2026-07-20 10:01:00,11485.0,11485.0,11485.0,11485.0,1408406
2026-07-20 10:02:00,11525.0,11525.0,11525.0,11525.0,1652411
2026-07-20 10:03:00,11555.0,11555.0,11555.0,11555.0,1423872
2026-07-20 10:04:00,11490.0,11490.0,11490.0,11490.0,865914
2026-07-20 10:05:00,11340.0,11340.0,11340.0,11340.0,939507
2026-07-20 10:06:00,11275.0,11275.0,11275.0,11275.0,1252854
2026-07-20 10:07:00,11335.0,11335.0,11335.0,11335.0,859683
2026-07-20 10:08:00,11335.0,11335.0,11335.0,11335.0,506752
2026-07-20 10:09:00,11300.0,11300.0,11300.0,11300.0,981005
2026-07-20 10:10:00,11270.0,11270.0,11270.0,11270.0,936977
2026-07-20 10:11:00,11420.0,11420.0,11420.0,11420.0,1386388
2026-07-20 10:12:00,11445.0,11445.0,11445.0,11445.0,944780
2026-07-20 10:13:00,11495.0,11495.0,11495.0,11495.0,1146541
2026-07-20 10:14:00,11570.0,11570.0,11570.0,11570.0,1062760
2026-07-20 10:15:00,11570.0,11570.0,11570.0,11570.0,1080102
2026-07-20 10:16:00,11505.0,11505.0,11505.0,11505.0,568884
2026-07-20 10:17:00,11520.0,11520.0,11520.0,11520.0,1133100
2026-07-20 10:18:00,11520.0,11520.0,11520.0,11520.0,622940
2026-07-20 10:19:00,11600.0,11600.0,11600.0,11600.0,721037
2026-07-20 10:20:00,11500.0,11500.0,11500.0,11500.0,1205495
2026-07-20 10:21:00,11450.0,11450.0,11450.0,11450.0,1110667
2026-07-20 10:22:00,11470.0,11470.0,11470.0,11470.0,1194588
2026-07-20 10:23:00,11355.0,11355.0,11355.0,11355.0,585884
2026-07-20 10:24:00,11365.0,11365.0,11365.0,11365.0,587390
2026-07-20 10:25:00,11220.0,11220.0,11220.0,11220.0,877115
2026-07-20 10:26:00,11210.0,11210.0,11210.0,11210.0,766537
2026-07-20 10:27:00,11280.0,11280.0,11280.0,11280.0,943120
2026-07-20 10:28:00,11410.0,11410.0,11410.0,11410.0,1061351
2026-07-20 10:29:00,11485.0,11485.0,11485.0,11485.0,739143
2026-07-20 10:30:00,11620.0,11620.0,11620.0,11620.0,1443346
2026-07-20 10:31:00,11860.0,11860.0,11860.0,11860.0,1868600
2026-07-20 10:32:00,11800.0,11800.0,11800.0,11800.0,1478792
2026-07-20 10:33:00,11930.0,11930.0,11930.0,11930.0,1329367
2026-07-20 10:34:00,11990.0,11990.0,11990.0,11990.0,2166080
2026-07-20 10:35:00,12030.0,12030.0,12030.0,12030.0,1375006
2026-07-20 10:36:00,11915.0,11915.0,11915.0,11915.0,1684576
2026-07-20 10:37:00,11885.0,11885.0,11885.0,11885.0,2044852
2026-07-20 10:38:00,11920.0,11920.0,11920.0,11920.0,904604
2026-07-20 10:39:00,11885.0,11885.0,11885.0,11885.0,1170821
2026-07-20 10:40:00,11885.0,11885.0,11885.0,11885.0,878998
2026-07-20 10:41:00,11895.0,11895.0,11895.0,11895.0,791749
2026-07-20 10:42:00,11985.0,11985.0,11985.0,11985.0,1551015
2026-07-20 10:43:00,12117.0,12117.0,12117.0,12117.0,1530407
2026-07-20 10:44:00,12060.0,12060.0,12060.0,12060.0,1432807
2026-07-20 10:45:00,12050.0,12050.0,12050.0,12050.0,1366632
2026-07-20 10:46:00,12135.0,12135.0,12135.0,12135.0,883636
2026-07-20 10:47:00,12110.0,12110.0,12110.0,12110.0,872184
2026-07-20 10:48:00,12055.0,12055.0,12055.0,12055.0,737234
2026-07-20 10:49:00,12035.0,12035.0,12035.0,12035.0,808906
2026-07-20 10:50:00,12140.0,12140.0,12140.0,12140.0,758710
2026-07-20 10:51:00,12220.0,12220.0,12220.0,12220.0,1709881
2026-07-20 10:54:00,12410.0,12410.0,12410.0,12410.0,2537228
2026-07-20 10:55:00,12435.0,12435.0,12435.0,12435.0,1556135
2026-07-20 10:56:00,12410.0,12410.0,12410.0,12410.0,1340663
2026-07-20 10:57:00,12285.0,12285.0,12285.0,12285.0,1379639
2026-07-20 10:58:00,12220.0,12220.0,12220.0,12220.0,1432720
